lc_group,bin,x_mean,y_mean,y_sd,y_se,n,variable,bs_id
Wetland,8,1367.39007468354,2.52687023041772,2.93067841232841,0.233152255850443,158,ppt,b09
Wetland,9,1463.30452727273,1.457403595,1.18993354508942,0.253694684228635,22,ppt,b09
Wetland,10,1550.50623333333,2.502314805,2.54873297112705,0.735755833486339,12,ppt,b09
Wetland,11,1629.98128333333,2.15404038983333,2.63321340368098,0.537502435239644,24,ppt,b09
Wetland,12,1711.91616923077,1.32479187115385,1.47578824030758,0.409310013242749,13,ppt,b09
Wetland,13,1797.94245,0.649083688,0.481814121344291,0.152363003228071,10,ppt,b09
Wetland,14,1876.17608,0.5568181836,0.395881161894482,0.125188615434042,10,ppt,b09
Wetland,15,1962.90431333333,2.62222224973333,3.05542465419543,0.788907253419365,15,ppt,b09
Non-wetland,1,824.172146983842,2.60372215971185,3.08323275925086,0.0923769706728798,1114,ppt,b09
Non-wetland,2,894.836623606645,1.91755750465863,2.70028790724346,0.0625106841114724,1866,ppt,b09
Non-wetland,3,970.726288186441,1.47331093719237,1.83326901409577,0.0533685243207324,1180,ppt,b09
Non-wetland,4,1052.11697727034,1.31912972444095,1.7790391444645,0.0911429363646928,381,ppt,b09
Non-wetland,5,1149.58267845188,1.21192174432218,1.68180538292928,0.0769239877225152,478,ppt,b09
Non-wetland,6,1229.5595401222,1.20709510391446,1.56205191695012,0.0498470797103423,982,ppt,b09
Non-wetland,7,1302.11419966273,1.76129496954637,2.30715203576563,0.0947433785780316,593,ppt,b09
Non-wetland,8,1366.96213290043,1.66322095903896,1.72410733611234,0.113437934408769,231,ppt,b09
Non-wetland,9,1463.36694285714,1.22468307,1.07089632440861,0.20238038245131,28,ppt,b09
Non-wetland,10,1556.54050909091,0.750688698727273,0.841894408922653,0.253840715226771,11,ppt,b09
Non-wetland,11,1637.2367,1.35828877535294,1.7747409914923,0.430437915649186,17,ppt,b09
Non-wetland,12,1715.62730769231,0.759375811346154,0.529527451173929,0.103848877173804,26,ppt,b09
Non-wetland,13,1795.90426,0.9310606036,0.805373048712985,0.254681320004677,10,ppt,b09
Non-wetland,14,1884.71121111111,0.514814818333333,0.410671526977022,0.0967962071885622,18,ppt,b09
Non-wetland,15,1965.786815,0.78750000205,0.872088779008738,0.195004979227833,20,ppt,b09
Wetland,1,0.249399839224138,1.87590197674138,2.20390674802285,0.204627604442395,116,wet_sev_z,b09
Wetland,2,0.453269672753623,2.9555262792971,3.26090364757977,0.277586552617731,138,wet_sev_z,b09
Wetland,3,0.677357270054945,2.79327403627473,3.47588153323218,0.182185695276451,364,wet_sev_z,b09
Wetland,4,0.867037451930117,1.97688383549418,3.02611330378823,0.123437736346506,601,wet_sev_z,b09
Wetland,5,1.07234311659355,2.46523880704129,3.20884292459994,0.115265040525851,775,wet_sev_z,b09
Wetland,6,1.27675826085826,2.86589662849025,3.66501964130271,0.13216398850834,769,wet_sev_z,b09
Wetland,7,1.47897708008386,3.23804208047904,3.92514334788645,0.127081208050926,954,wet_sev_z,b09
Wetland,8,1.68186918250653,3.38417769910313,4.95917655708027,0.17918233243336,766,wet_sev_z,b09
Wetland,9,1.88512405788618,3.6649820865935,3.99773077180604,0.161204063596651,615,wet_sev_z,b09
Wetland,10,2.09519055209059,4.63022596905749,4.99097034799051,0.208319077389449,574,wet_sev_z,b09
Wetland,11,2.28892940596659,4.89860346848449,5.48378123774893,0.267900244425003,419,wet_sev_z,b09
Wetland,12,2.51729817006173,4.33780862430556,5.20973578087538,0.289429765604188,324,wet_sev_z,b09
Wetland,13,2.70571536348684,4.69655002006579,5.36130171304132,0.307491741749719,304,wet_sev_z,b09
Wetland,14,2.90115640393258,4.33981687338202,4.71081311324338,0.353090370931317,178,wet_sev_z,b09
Wetland,15,3.11502113583333,5.75204542575,5.01768514902449,0.458049890429897,120,wet_sev_z,b09
Non-wetland,1,0.248973154897959,1.58515961088776,2.10960909615448,0.150686364011034,196,wet_sev_z,b09
Non-wetland,2,0.456755026358025,1.81276944248148,2.20358305373412,0.173129835578128,162,wet_sev_z,b09
Non-wetland,3,0.673152301423611,1.97601139744792,2.09640389040642,0.123531783917687,288,wet_sev_z,b09
Non-wetland,4,0.8670324137182,1.61531110489628,2.01346915746135,0.0890706314867058,511,wet_sev_z,b09
Non-wetland,5,1.07246935730183,1.42998837575915,1.91149927417875,0.074631508123959,656,wet_sev_z,b09
Non-wetland,6,1.28026445147265,1.48420573968724,2.00459165188854,0.0750725473419255,713,wet_sev_z,b09
Non-wetland,7,1.48064172157895,1.67630651097053,2.7254436552837,0.0884250685943885,950,wet_sev_z,b09
Non-wetland,8,1.68593088770764,1.79484530244851,2.44625887427693,0.0814063980222532,903,wet_sev_z,b09
Non-wetland,9,1.88932582014599,1.63858246096934,2.23888536652938,0.0855434126731307,685,wet_sev_z,b09
Non-wetland,10,2.09012075448819,2.00372352912598,2.78419708465555,0.110487491052436,635,wet_sev_z,b09
Non-wetland,11,2.29651232348178,1.82432420166599,2.37898066879798,0.107035400539508,494,wet_sev_z,b09
Non-wetland,12,2.49791569054054,1.82106935961824,2.39316199074602,0.139099715277841,296,wet_sev_z,b09
Non-wetland,13,2.70320901216216,1.7747128629955,1.98563113850564,0.133266836202958,222,wet_sev_z,b09
Non-wetland,14,2.89208099448819,1.97186550106299,2.13724165850083,0.1896495297866,127,wet_sev_z,b09
Non-wetland,15,3.1171447411215,1.74465448418692,1.8886610620149,0.182583756408954,107,wet_sev_z,b09
Wetland,1,827.514159619986,4.33008835714074,4.56719602208768,0.121158144263208,1421,ppt,b10
Wetland,2,891.82962340538,4.44904551856245,4.87502765282277,0.106840699052191,2082,ppt,b10
Wetland,3,975.961513781291,3.73924653414361,3.69384654742276,0.134078135420245,759,ppt,b10
Wetland,4,1053.34586507246,3.05893141911594,4.21192018844844,0.25352780250777,276,ppt,b10
Wetland,5,1156.32599116945,1.76055254401193,2.87211418388517,0.140311959671682,419,ppt,b10
Wetland,6,1233.65507475822,1.61298987223211,2.09369720657705,0.0651108858733716,1034,ppt,b10
Wetland,7,1310.68535849732,2.54625787630412,3.31271991407876,0.140113123407002,559,ppt,b10
Wetland,8,1377.2747192,2.67895447056,3.76079062382391,0.336375339360564,125,ppt,b10
Wetland,9,1471.72055238095,1.39508576761905,1.63704214495097,0.357231883098605,21,ppt,b10
Wetland,10,1552.8745,1.07828283333333,0.591503695676025,0.197167898558675,9,ppt,b10
Wetland,11,1641.491725,1.08494768416667,1.43738426596375,0.293404834659677,24,ppt,b10
Wetland,12,1724.96089230769,1.79658768038462,1.82100375760455,0.357128219013514,26,ppt,b10
Wetland,13,1792.2648,2.0321969575,2.80832756316607,0.702081890791517,16,ppt,b10
Wetland,14,1903.6205,1.03540210038462,0.884196386547625,0.245231954559803,13,ppt,b10
Wetland,15,1971.50052631579,2.24681018657895,3.05334698970122,0.700485840403776,19,ppt,b10
Non-wetland,1,825.670166292948,2.60157475759584,3.06189656271777,0.0920688994341874,1106,ppt,b10
Non-wetland,2,898.499879406964,2.00453872444342,2.83783449771742,0.0661933422763694,1838,ppt,b10
Non-wetland,3,973.184504611211,1.49969949474141,1.96325240388868,0.0590335056835213,1106,ppt,b10
Non-wetland,4,1055.75381304687,1.28911247386719,1.60439592505582,0.0818739867039036,384,ppt,b10
Non-wetland,5,1151.05174520256,1.2383308064371,1.59808730655441,0.0737928154691368,469,ppt,b10
Non-wetland,6,1232.36829371197,1.16985375130629,1.45768847348179,0.0464222581358089,986,ppt,b10
Non-wetland,7,1309.53617881508,1.8229637204632,2.10734362652647,0.0892910151497132,557,ppt,b10
Non-wetland,8,1374.88450955056,1.83832547146067,2.2373961793223,0.167699933724033,178,ppt,b10
Non-wetland,9,1467.39309,1.270785651,1.22754995485959,0.224118933580349,30,ppt,b10
Non-wetland,10,1557.29702777778,0.906265032222222,0.822643078059168,0.193898832997271,18,ppt,b10
Non-wetland,11,1646.92620952381,1.2657126712381,0.90616544067741,0.197741510669393,21,ppt,b10
Non-wetland,12,1730.160325,0.8811111076,0.807865893518491,0.180644305461095,20,ppt,b10
Non-wetland,13,1816.70150769231,0.682983685923077,0.601981586981972,0.166959652211437,13,ppt,b10
Non-wetland,14,1885.26984166667,0.783796305833333,0.972882326531252,0.198588773314445,24,ppt,b10
Non-wetland,15,1964.60999411765,0.935294107058824,0.715128164820956,0.173444056435936,17,ppt,b10
Wetland,1,0.225228467897196,2.80170591614953,4.00318565759578,0.38700256476221,107,wet_sev_z,b10
Wetland,2,0.429154078053691,3.23778847198658,4.7085130594776,0.385736419650482,149,wet_sev_z,b10
Wetland,3,0.651890176617647,2.61456072303309,2.96184061388402,0.179587966136589,272,wet_sev_z,b10
Wetland,4,0.836943075362832,2.35746831718938,3.14162091830089,0.132168985385703,565,wet_sev_z,b10
Wetland,5,1.04453302204918,2.58529858894809,3.55388365066347,0.131355319453406,732,wet_sev_z,b10
Wetland,6,1.2467343257931,2.92551670663035,3.56475999505838,0.132391862560478,725,wet_sev_z,b10
Wetland,7,1.44964735196182,2.80704030413361,3.43917198989586,0.111994849033594,943,wet_sev_z,b10
Wetland,8,1.64632373521851,3.3968879107982,4.17152936253335,0.149556573464439,778,wet_sev_z,b10
Wetland,9,1.84870442875399,3.81204117302396,4.25910074713747,0.170227901993298,626,wet_sev_z,b10
Wetland,10,2.06726850142566,5.07771728631568,5.53954502427369,0.249996167286121,491,wet_sev_z,b10
Wetland,11,2.2621238523918,4.10762481663098,4.33647173304565,0.206968503603963,439,wet_sev_z,b10
Wetland,12,2.47899987147541,3.87042806092459,4.42179538362902,0.253191267134273,305,wet_sev_z,b10
Wetland,13,2.67800362338462,4.45003347596923,5.13083207377746,0.284607355812306,325,wet_sev_z,b10
Wetland,14,2.87542320041841,4.54759231548954,5.20270931818324,0.336535289448191,239,wet_sev_z,b10
Wetland,15,3.09355960555556,4.52758938738095,4.09942426701751,0.36520574024301,126,wet_sev_z,b10
Non-wetland,1,0.223344309453552,1.40834681977049,1.43790823213439,0.106293235087442,183,wet_sev_z,b10
Non-wetland,2,0.427013785421053,1.84953032742632,2.39430800284371,0.173701359151145,190,wet_sev_z,b10
Non-wetland,3,0.642799173183674,1.84839199190204,1.905859379278,0.121760889360605,245,wet_sev_z,b10
Non-wetland,4,0.838155102041667,1.74881094355,2.13196225671871,0.0973103183128715,480,wet_sev_z,b10
Non-wetland,5,1.04341497936982,1.40349487965672,1.76424753136536,0.071845713537963,603,wet_sev_z,b10
Non-wetland,6,1.24312736457726,1.42884764745044,1.70849073683031,0.0652304794458773,686,wet_sev_z,b10
Non-wetland,7,1.45528333510158,1.78886628410497,2.94482244277363,0.0989332448139488,886,wet_sev_z,b10
Non-wetland,8,1.65166876662818,1.60507601062933,2.03177198525261,0.0690424226121778,866,wet_sev_z,b10
Non-wetland,9,1.85345093047337,1.80356366016124,2.49624204811397,0.0960093095428449,676,wet_sev_z,b10
Non-wetland,10,2.06985305867508,2.05031034035647,2.81401940696784,0.111758987689243,634,wet_sev_z,b10
Non-wetland,11,2.26378755021368,1.93831580060897,2.79156863393629,0.129040305751721,468,wet_sev_z,b10
Non-wetland,12,2.46737742100314,1.80412714212226,2.51073591883461,0.140574223794336,319,wet_sev_z,b10
Non-wetland,13,2.68312826575876,1.8126075179572,2.00287116910676,0.124935670918502,257,wet_sev_z,b10
Non-wetland,14,2.87170619798658,2.45986825242282,2.72899829223278,0.223568251203904,149,wet_sev_z,b10
Non-wetland,15,3.09382234339623,2.15026732707547,3.35977787349002,0.326330474918161,106,wet_sev_z,b10
Wetland,1,832.6237507,4.5089648867975,4.66571198442022,0.116642799610505,1600,ppt,b11
Wetland,2,898.801346204489,4.41253469931173,4.78657457904637,0.106897522887053,2005,ppt,b11
Wetland,3,986.843524694408,4.20267419662809,4.66830805522524,0.168343494046017,769,ppt,b11
Wetland,4,1077.93312715517,2.21898380022845,3.64404637321084,0.239243365220862,232,ppt,b11
Wetland,5,1178.79985528053,1.76253645072607,2.82172385068811,0.114624696029427,606,ppt,b11
Wetland,6,1251.4315993988,1.69971574185972,2.27842815323398,0.0721223829729758,998,ppt,b11
Wetland,7,1336.54382071823,2.66372434858564,2.83826740245169,0.149176022763238,362,ppt,b11
Wetland,8,1425.90947297297,2.41795664216216,3.99264808937677,0.656387302560211,37,ppt,b11
Wetland,9,1516.561476,1.60036362944,1.79784293867792,0.359568587735584,25,ppt,b11
Wetland,10,1603.90627826087,1.72312252178261,1.71744786268378,0.358112634761083,23,ppt,b11
Wetland,11,1705.65475714286,1.1813492125,1.26983343697704,0.339377261388406,14,ppt,b11
Wetland,12,1785.89098235294,0.957397488588235,0.617974027054074,0.14988071690778,17,ppt,b11
Wetland,13,1875.9317,1.43776221230769,2.31066603469833,0.640863451429068,13,ppt,b11
Wetland,14,1949.35957222222,0.941638616166667,1.48237827842444,0.349399910985854,18,ppt,b11
Wetland,15,2048.67848181818,1.60468319,1.7179600663083,0.517984449523518,11,ppt,b11
Non-wetland,1,831.312707742699,2.64022210579321,3.20919521267896,0.0901587388721307,1267,ppt,b11
Non-wetland,2,906.717736875337,1.8521937335564,2.5059242738522,0.0582143742172455,1853,ppt,b11
Non-wetland,3,986.36369691914,1.59487105163153,2.03087599779248,0.064973479499641,977,ppt,b11
Non-wetland,4,1080.62546358382,1.35206335062717,1.64275081113804,0.0883148307365154,346,ppt,b11
Non-wetland,5,1175.65690888554,1.16529564069578,1.55491084737146,0.0603422435806921,664,ppt,b11
Non-wetland,6,1254.56724769392,1.32547192078931,1.96838798202343,0.0637289139524434,954,ppt,b11
Non-wetland,7,1338.18430572792,1.87992220515036,2.15778050912946,0.105414476024683,419,ppt,b11
Non-wetland,8,1421.41735510204,1.4520253577551,1.40474592690692,0.200677989558132,49,ppt,b11
Non-wetland,9,1511.12121818182,1.06997245954545,0.992840008294586,0.211674200994916,22,ppt,b11
Non-wetland,10,1611.85309090909,0.725275484681818,0.905036244727908,0.192954375703781,22,ppt,b11
Non-wetland,11,1692.130925,0.5175189379375,0.473564373676441,0.11839109341911,16,ppt,b11
Non-wetland,12,1784.30764285714,0.699374705714286,0.810716373150898,0.176912816528765,21,ppt,b11
Non-wetland,13,1879.02845416667,0.861426766416667,1.67155488515211,0.341204712139934,24,ppt,b11
Non-wetland,14,1965.78282777778,0.767045455666667,0.739853139312888,0.174385057296766,18,ppt,b11
Non-wetland,15,2056.89818571429,0.556066616428572,0.334743895346968,0.0894640691930332,14,ppt,b11
Wetland,1,0.213865676048077,2.44877241064423,3.58243909886178,0.351287055218346,104,wet_sev_z,b11
Wetland,2,0.41498055762963,2.9650730572,3.66614123592213,0.315531198923793,135,wet_sev_z,b11
Wetland,3,0.638882127871486,2.25278473881526,2.31076315724685,0.146438664996584,249,wet_sev_z,b11
Wetland,4,0.83015077540146,2.15345066755839,2.76974168196326,0.118317500794131,548,wet_sev_z,b11
Wetland,5,1.04035075396999,2.48036895591542,3.43696862485046,0.126947332690474,733,wet_sev_z,b11
Wetland,6,1.24293716234483,2.89161835771586,3.38650017885073,0.125771459189667,725,wet_sev_z,b11
Wetland,7,1.45234929207921,3.3021698650187,3.76525471025499,0.124885615577235,909,wet_sev_z,b11
Wetland,8,1.6548452005102,3.32422281717985,4.33570016172518,0.154846434347328,784,wet_sev_z,b11
Wetland,9,1.863129509,4.054451873785,4.55721949757792,0.186047706915477,600,wet_sev_z,b11
Wetland,10,2.08027783720074,4.88802423637938,5.35657662991061,0.229872705554488,543,wet_sev_z,b11
Wetland,11,2.27267400842572,4.80123511058315,5.13293155693448,0.24170030722025,451,wet_sev_z,b11
Wetland,12,2.49365101054217,4.05541483248494,4.66625150304145,0.256093821578562,332,wet_sev_z,b11
Wetland,13,2.69920554567901,4.45433492469136,5.1174751234046,0.284304173522478,324,wet_sev_z,b11
Wetland,14,2.90248400742358,4.6342917559214,5.21578502325769,0.344668775934376,229,wet_sev_z,b11
Wetland,15,3.11789938947368,4.58676695673684,3.90470812342812,0.40061460058483,95,wet_sev_z,b11
Non-wetland,1,0.205242597468421,1.98453528816842,3.30353281277127,0.239663459712468,190,wet_sev_z,b11
Non-wetland,2,0.418221194756757,1.86492947683243,2.78596827582189,0.204828461307373,185,wet_sev_z,b11
Non-wetland,3,0.626076064932735,1.76953228189238,1.95967739735632,0.131229704844877,223,wet_sev_z,b11
Non-wetland,4,0.826174908537634,1.63396508905806,2.18793183896301,0.101462909499922,465,wet_sev_z,b11
Non-wetland,5,1.03584374182274,1.55097205773244,2.14645700736409,0.0877751544186321,598,wet_sev_z,b11
Non-wetland,6,1.24612190619335,1.5624756824003,2.22825907760019,0.0866037484179626,662,wet_sev_z,b11
Non-wetland,7,1.4528598294702,1.72522228286865,2.36392196940715,0.0785360470198716,906,wet_sev_z,b11
Non-wetland,8,1.65997472134969,1.75001987977423,2.42325168650152,0.0848828043468298,815,wet_sev_z,b11
Non-wetland,9,1.86575413221289,1.77856176703361,2.4762114780913,0.0926698855130185,714,wet_sev_z,b11
Non-wetland,10,2.0825583309329,1.95617709779542,2.85228013070964,0.115390902868809,611,wet_sev_z,b11
Non-wetland,11,2.27821517468619,1.83715353316736,2.4570180852979,0.11238139141775,478,wet_sev_z,b11
Non-wetland,12,2.48733303772242,1.57103758575445,2.2034566276667,0.131447202098528,281,wet_sev_z,b11
Non-wetland,13,2.70483381115385,2.0457436968,2.48862172971529,0.154337767869087,260,wet_sev_z,b11
Non-wetland,14,2.90093491614907,2.23085481099379,2.4977448766336,0.196849872940534,161,wet_sev_z,b11
Non-wetland,15,3.11223830697674,1.94963444151163,1.91527795217825,0.206529733038783,86,wet_sev_z,b11
Wetland,1,821.627400346284,4.35143746032686,4.50168553011264,0.130827578310703,1184,ppt,b12
Wetland,2,884.437985917707,4.21413549387519,4.78847971029085,0.102960203399122,2163,ppt,b12
Wetland,3,960.896711972634,4.47617660179475,4.69443315986242,0.158519744326722,877,ppt,b12
Wetland,4,1032.62143982709,3.08137963458213,3.64409586054882,0.195625315577313,347,ppt,b12
Wetland,5,1125.85324859813,1.85509155270093,3.47592985888901,0.237609673486135,214,ppt,b12
Wetland,6,1195.93693775811,1.42748609429204,2.27601297702496,0.0874097517863654,678,ppt,b12
Wetland,7,1258.9538668578,1.8754059207156,2.71603386200314,0.0919765123809146,872,ppt,b12
Wetland,8,1336.36282309711,2.80692004766929,3.01956120360498,0.154696806692414,381,ppt,b12
Wetland,9,1406.81444237288,1.77878055094915,1.40744623699582,0.183233892858545,59,ppt,b12
Wetland,10,1500.70988571429,0.74040405,0.577944885206006,0.126117913522337,21,ppt,b12
Wetland,11,1568.28727333333,0.799595960666667,0.649081951824682,0.167592239316053,15,ppt,b12
Wetland,12,1643.88537142857,1.67424242614286,2.43542183519894,0.650893864255905,14,ppt,b12
Wetland,13,1713.04315333333,0.892525251466667,1.39435064921181,0.360019789544723,15,ppt,b12
Wetland,14,1793.63902666667,0.813498623333333,0.558175710788922,0.144120348809532,15,ppt,b12
Wetland,15,1874.25222222222,1.06257815944444,1.20010776594264,0.40003592198088,9,ppt,b12
Non-wetland,1,821.201545614919,2.81744508944052,3.18289886481369,0.101057140015025,992,ppt,b12
Non-wetland,2,888.05844192623,2.12906724713583,3.14968034843184,0.0762118576512961,1708,ppt,b12
Non-wetland,3,960.994797013292,1.55868353748084,1.96465366843865,0.0549352026923275,1279,ppt,b12
Non-wetland,4,1038.07962141439,1.49336434695037,1.84802130198601,0.0920564980877711,403,ppt,b12
Non-wetland,5,1124.82087623457,1.28705117691975,1.89190122295608,0.10510562349756,324,ppt,b12
Non-wetland,6,1195.97850134529,1.14356115705531,1.49779718884824,0.0579081848775902,669,ppt,b12
Non-wetland,7,1261.33315,1.41647728291047,1.94834835828969,0.066438127583508,860,ppt,b12
Non-wetland,8,1339.15114880952,1.88791653240714,2.18604357877639,0.106668004399827,420,ppt,b12
Non-wetland,9,1414.18372631579,1.79163058782456,1.49371310379612,0.197847133815002,57,ppt,b12
Non-wetland,10,1487.97241785714,1.32657581607143,1.31684442497717,0.248860204560818,28,ppt,b12
Non-wetland,11,1556.06095,3.4430975916,9.00354293792633,2.84717026949712,10,ppt,b12
Non-wetland,12,1650.00548235294,0.812537148235294,0.929187077901373,0.225360968714493,17,ppt,b12
Non-wetland,13,1722.433875,1.04584235091667,1.0271305738137,0.209662150421305,24,ppt,b12
Non-wetland,14,1792.47706923077,0.939782436923077,0.783326279119431,0.217255620367963,13,ppt,b12
Non-wetland,15,1868.1034,0.9673295609375,1.26523991493878,0.316309978734695,16,ppt,b12
Wetland,1,0.260584677727273,2.14875804870909,2.88764612545919,0.275326255160533,110,wet_sev_z,b12
Wetland,2,0.471019530518519,2.91137930968889,3.27205400900018,0.281613570772198,135,wet_sev_z,b12
Wetland,3,0.695870676037736,2.88750817228302,3.57101544619759,0.185397884339253,371,wet_sev_z,b12
Wetland,4,0.880427133125,1.99962337848191,2.57721648225487,0.104519930078252,608,wet_sev_z,b12
Wetland,5,1.08614908682292,2.44677975349349,3.17704720324791,0.114641816126458,768,wet_sev_z,b12
Wetland,6,1.29543553636364,2.9608967024689,3.59592290600583,0.124367594251578,836,wet_sev_z,b12
Wetland,7,1.49898037418264,3.1414775659549,3.64484299768563,0.122381850520578,887,wet_sev_z,b12
Wetland,8,1.70935371863271,3.29744219205362,4.23399096826695,0.155017423215878,746,wet_sev_z,b12
Wetland,9,1.9006550159322,3.7560370173,4.3385726461363,0.17861620917298,590,wet_sev_z,b12
Wetland,10,2.10755066635514,4.50590627547477,4.65617713047744,0.201304091681752,535,wet_sev_z,b12
Wetland,11,2.31647314950249,4.48627718393284,5.52287381099803,0.275455909430744,402,wet_sev_z,b12
Wetland,12,2.5289901810559,4.11080422861801,5.20923968492826,0.290299578049341,322,wet_sev_z,b12
Wetland,13,2.73842388639456,4.55306178078231,4.90236775518872,0.285911893611566,294,wet_sev_z,b12
Wetland,14,2.92892449944134,5.26471555435754,5.58716999340747,0.417604692224335,179,wet_sev_z,b12
Wetland,15,3.12950205258621,4.81837715017241,5.16653576717376,0.479700803244582,116,wet_sev_z,b12
Non-wetland,1,0.263870515164319,1.84804187013146,2.82249769688021,0.193394355541653,213,wet_sev_z,b12
Non-wetland,2,0.463798979754902,1.97681504565686,2.16479917973941,0.151566258865463,204,wet_sev_z,b12
Non-wetland,3,0.691896675960912,1.83804811395765,2.10859031956552,0.120343605996006,307,wet_sev_z,b12
Non-wetland,4,0.885285615890985,1.68302555325577,2.25538092772335,0.103266798717066,477,wet_sev_z,b12
Non-wetland,5,1.08808993681672,1.42321981948875,1.86943919018999,0.0749576824432557,622,wet_sev_z,b12
Non-wetland,6,1.29832435795756,1.77975784480902,2.52620024800714,0.0919987868463963,754,wet_sev_z,b12
Non-wetland,7,1.49835845751073,1.86903174941416,2.86361096600673,0.0938006959617679,932,wet_sev_z,b12
Non-wetland,8,1.70380304942792,1.81534137587757,2.43680931936581,0.0824263047796043,874,wet_sev_z,b12
Non-wetland,9,1.90764767823529,1.92526381191029,3.08583361241358,0.118336317106481,680,wet_sev_z,b12
Non-wetland,10,2.11024639681742,2.08788833125963,3.15996103011365,0.129328595501796,597,wet_sev_z,b12
Non-wetland,11,2.31296713020305,1.77562896152284,1.9894605750059,0.100227575811514,394,wet_sev_z,b12
Non-wetland,12,2.52718562014389,1.58689474608633,2.05281789643968,0.123119835697751,278,wet_sev_z,b12
Non-wetland,13,2.72989373392071,1.73738931429075,2.01012115752669,0.133416427139079,227,wet_sev_z,b12
Non-wetland,14,2.9267455192,2.259302592296,2.3765437003287,0.212564530617354,125,wet_sev_z,b12
Non-wetland,15,3.13320791485149,2.17926542623762,2.58690447798031,0.257406616311116,101,wet_sev_z,b12
Wetland,1,825.002109126739,4.50938434482149,4.69959989085672,0.13064528688266,1294,ppt,b13
Wetland,2,889.843662304126,4.32862764592583,4.87591010821098,0.104985813517991,2157,ppt,b13
Wetland,3,975.36526599051,4.16848130086596,4.53455618346522,0.156178411001245,843,ppt,b13
Wetland,4,1050.86668122807,2.6357006193614,3.02076019699988,0.178934391267221,285,ppt,b13
Wetland,5,1155.99501515152,1.6922759023986,2.44329828743045,0.117963552916531,429,ppt,b13
Wetland,6,1234.38785416667,1.54297047577846,2.1530324839528,0.068636168711861,984,ppt,b13
Wetland,7,1312.68160036298,2.48215784056443,2.89675468842876,0.123405898703125,551,ppt,b13
Wetland,8,1375.7207,2.18535166738333,2.02238126202401,0.184617306181053,120,ppt,b13
Wetland,9,1476.44256666667,1.44119768952381,1.0467961087796,0.228429638365131,21,ppt,b13
Wetland,10,1559.29522068966,1.28040752472414,1.4480358167977,0.268893500692732,29,ppt,b13
Wetland,11,1635.62009411765,1.16185383035294,1.03294520044545,0.250526009818318,17,ppt,b13
Wetland,12,1724.61400909091,1.71391185140909,2.15654262438403,0.459776432370084,22,ppt,b13
Wetland,13,1805.09073636364,1.14306285636364,1.07122541618651,0.322986615580269,11,ppt,b13
Wetland,14,1887.03157857143,0.877813855,0.84180114505959,0.224980819471927,14,ppt,b13
Wetland,15,1972.67446363636,1.39008268636364,2.84041794286974,0.856418233117459,11,ppt,b13
Non-wetland,1,823.768596114232,2.73266779038296,3.13542538807255,0.095942458782141,1068,ppt,b13
Non-wetland,2,895.217549442658,1.96896285854073,2.75318932667364,0.063735332753633,1866,ppt,b13
Non-wetland,3,971.525009362832,1.52101900326195,1.90322564067975,0.0566175481673183,1130,ppt,b13
Non-wetland,4,1054.39655396088,1.54695754443276,1.96071163777147,0.0969509508042071,409,ppt,b13
Non-wetland,5,1151.01702630435,1.30790993040435,1.64546073957092,0.0767200025710273,460,ppt,b13
Non-wetland,6,1235.2428648847,1.24028261500839,1.78870533282292,0.0579114733897984,954,ppt,b13
Non-wetland,7,1310.75643613139,1.72901128845985,2.16976619989985,0.0926878184169715,548,ppt,b13
Non-wetland,8,1378.01639847328,1.41651862773282,1.23595979443124,0.107986308626451,131,ppt,b13
Non-wetland,9,1477.90756129032,0.752883673548387,0.552864835089492,0.0992974556862313,31,ppt,b13
Non-wetland,10,1550.46176363636,0.922176311454546,1.56397507557443,0.471556227922557,11,ppt,b13
Non-wetland,11,1643.06647647059,1.14999999705882,1.23194084376245,0.298789542549713,17,ppt,b13
Non-wetland,12,1722.41886666667,0.95004811052381,0.821591556207318,0.179285976031267,21,ppt,b13
Non-wetland,13,1808.85982857143,0.935064933571429,0.558781707088063,0.1493406929943,14,ppt,b13
Non-wetland,14,1895.49848333333,0.859911610833333,0.575810432801746,0.117536812411285,24,ppt,b13
Non-wetland,15,1987.60250714286,0.645021645428571,0.521013016278728,0.139246585783191,14,ppt,b13
Wetland,1,0.227731339021739,2.42155473155435,2.89596135499783,0.301924842534652,92,wet_sev_z,b13
Wetland,2,0.429019663529412,3.23892063013725,4.56245739986977,0.368852819059686,153,wet_sev_z,b13
Wetland,3,0.662029720629139,2.36133927417881,2.68740328594792,0.154642681724695,302,wet_sev_z,b13
Wetland,4,0.850081372576271,1.8939393844339,2.3584239675421,0.0970947781824544,590,wet_sev_z,b13
Wetland,5,1.05724247653259,2.50915662466158,3.42426560165507,0.127526315092857,721,wet_sev_z,b13
Wetland,6,1.26675390498615,3.16111002821884,3.69475337851393,0.137504482566269,722,wet_sev_z,b13
Wetland,7,1.46683157283951,3.09828651211625,3.50784504691369,0.112514182339506,972,wet_sev_z,b13
Wetland,8,1.6738352533239,3.25389912443706,3.75922374341651,0.141380159782089,707,wet_sev_z,b13
Wetland,9,1.87324294256055,3.49060044463322,3.89188687732251,0.161881153092099,578,wet_sev_z,b13
Wetland,10,2.09691366895307,4.53855249125632,4.84793916312332,0.205969198432165,554,wet_sev_z,b13
Wetland,11,2.29066249447005,4.55743167578571,5.10600741920319,0.245096199325625,434,wet_sev_z,b13
